343|-751.0157675619296
657|-45.976385106794964
546|925.0105147849033
-570|808.7705749944298
18|673.6675040126668
-220|-745.6412332342636
-430|-151.34172567511462
326|857.782080135087
481|-416.43923618152496
988|-898.8106032414767
889|-724.2791675236961
251|517.4426731698529
-532|-287.02519362097223
-90|584.1698272143715
-782|681.3334494001217
-853|-759.6203089745479
874|-285.4596172435961
199|518.2917627851755
-244|34.35088455928803
608|-500.73573640673465
795|-926.9437629331993
-740|224.84441349632334
-897|-219.57035487357973
-527|976.6205969531134
530|336.9550579161953
